SAMPLE_ANALYSIS_NO,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,P2O5,Class,Probability,Lithology,ROCK_GROUP,LITHOLOGY_NAME,GSSA_code
136745,72.72824080771917,0.6102716461674078,12.810661002191868,3.884737512295133,0.7767093678494279,2.3301281035482853,3.500235722646124,3.2077088178716644,0.15130701971092753,igneous,0.9247321161055644,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
137663,51.30699357858353,1.9405219353484064,13.207740921219521,13.712812581602005,5.191658162110135,9.13366083705873,4.7141475288045065,0.5486292382660417,0.2438352170071296,igneous,0.9950057688305152,"Trachybasalt, Monzogabbro",Metamorphic General,Amphibolite,MZGB
137665,51.32108913420407,1.5920011323263297,14.6631683240583,13.19404352157484,6.242320229384817,8.033321503251942,3.63437100603445,1.1521060826045808,0.1675790665606663,igneous,0.995492523347126,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
138155,51.91562086807438,0.7987018595088362,25.18982787681715,7.371063831834163,0.9113393012344416,7.116638363572326,5.9493048765978696,0.6553451154944296,0.09215790686640417,igneous,0.9679324167749932,"Basaltic Trachyandesite, Monzodiorite",Metamorphic General,Schist,MZDI
138160,64.15062849103612,0.7195410146703892,21.890261854761143,4.696285887882539,1.4188132683641477,3.293673658702486,3.445689366027215,0.3040314146494602,0.08107504390652273,igneous,0.8587120471581494,"Dacite, Granodiorite",Metamorphic General,Schist,GRDI
138163,64.20928688573531,0.509102760097254,20.779704493765472,10.938186539721183,1.1428837471571012,0.6026114303191985,1.454579314563583,0.30130571515959925,0.062339113481296414,sedimentary,0.5828429260318647,Iron-rich Shale,Metamorphic General,Schist,IRFM
138193,74.49753355380703,0.4218782977494596,11.833171766143384,2.7776317979080583,0.5453548727005211,0.8334668809196641,1.955045770058472,7.048454486789754,0.08746257392366846,igneous,0.94912118105263,"Rhyolite, Granite",Metasediment,Calcsilicate Rock,GRNT
138194,68.3778185526682,0.5110449817090298,13.900423502485607,6.0239383135264895,0.2555224908545149,1.0731944615889626,2.9129563957414706,6.8480027549010005,0.09709854652471568,igneous,0.995039213935085,"Trachydacite, Quartz-syenite",Metamorphic General,Schist,QZSY
138195,64.6309916565031,1.205336821889768,14.547168540048927,6.544832964857084,4.468058908729313,0.9143934510887898,1.246900160575622,6.130592456163478,0.3117250401439055,sedimentary,0.5892553466917136,Wacke,Metamorphic General,Schist,GYWK
138196,75.22876981400971,0.3508612035221305,13.105697896267813,2.8320855186947136,0.5469306996080269,3.9213899217179287,3.1474313845367576,0.8152363258308325,0.05159723581207803,igneous,0.8541884755263827,"Rhyolite, Granite",Metamorphic General,Schist,GRNT
